subset_size,train_loss,eval_loss,accuracy,f1_score,report
3600,0.001082031888297,0.1093928975156611,0.9822392344497608,0.750242013552759,"{'CHAR': {'precision': 0.7628205128205128, 'recall': 0.725609756097561, 'f1-score': 0.74375, 'support': 820}, 'LOC': {'precision': 0.7258064516129032, 'recall': 0.8333333333333334, 'f1-score': 0.7758620689655172, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7538910505836576, 'recall': 0.7466281310211946, 'f1-score': 0.750242013552759, 'support': 1038}, 'macro avg': {'precision': 0.496208988144472, 'recall': 0.5196476964769648, 'f1-score': 0.506537356321839, 'support': 1038}, 'weighted avg': {'precision': 0.7536483757815101, 'recall': 0.7466281310211946, 'f1-score': 0.7489992359311674, 'support': 1038}}"
4000,0.0008182925909447,0.1178066368732187,0.983464114832536,0.7565392354124749,"{'CHAR': {'precision': 0.7986301369863014, 'recall': 0.7109756097560975, 'f1-score': 0.752258064516129, 'support': 820}, 'LOC': {'precision': 0.7681818181818182, 'recall': 0.7824074074074074, 'f1-score': 0.7752293577981653, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.791578947368421, 'recall': 0.7244701348747592, 'f1-score': 0.7565392354124749, 'support': 1038}, 'macro avg': {'precision': 0.5222706517227066, 'recall': 0.49779433905450166, 'f1-score': 0.5091624741047648, 'support': 1038}, 'weighted avg': {'precision': 0.7907552842543737, 'recall': 0.7244701348747592, 'f1-score': 0.7555887805275814, 'support': 1038}}"
4500,0.0004379545176741,0.1141828565133942,0.9835406698564594,0.770873786407767,"{'CHAR': {'precision': 0.7723270440251573, 'recall': 0.748780487804878, 'f1-score': 0.7603715170278639, 'support': 820}, 'LOC': {'precision': 0.7929515418502202, 'recall': 0.8333333333333334, 'f1-score': 0.8126410835214447, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.776908023483366, 'recall': 0.7649325626204239, 'f1-score': 0.770873786407767, 'support': 1038}, 'macro avg': {'precision': 0.5217595286251259, 'recall': 0.5273712737127371, 'f1-score': 0.5243375335164362, 'support': 1038}, 'weighted avg': {'precision': 0.7751307409829253, 'recall': 0.7649325626204239, 'f1-score': 0.7697833506777269, 'support': 1038}}"
5000,0.0004404877295719,0.1117301268296109,0.984421052631579,0.7782629791363416,"{'CHAR': {'precision': 0.7783312577833126, 'recall': 0.7621951219512195, 'f1-score': 0.7701786814540974, 'support': 820}, 'LOC': {'precision': 0.8045454545454546, 'recall': 0.8194444444444444, 'f1-score': 0.8119266055045873, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7839687194525904, 'recall': 0.7726396917148363, 'f1-score': 0.7782629791363416, 'support': 1038}, 'macro avg': {'precision': 0.5276255707762557, 'recall': 0.5272131887985546, 'f1-score': 0.5273684289862283, 'support': 1038}, 'weighted avg': {'precision': 0.7822865602737327, 'recall': 0.7726396917148363, 'f1-score': 0.7773821441053475, 'support': 1038}}"
5500,0.0004917516506434,0.110505169050561,0.9846889952153112,0.7786417833074132,"{'CHAR': {'precision': 0.8333333333333334, 'recall': 0.7073170731707317, 'f1-score': 0.7651715039577838, 'support': 820}, 'LOC': {'precision': 0.8769230769230769, 'recall': 0.7916666666666666, 'f1-score': 0.832116788321168, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8428731762065096, 'recall': 0.7235067437379576, 'f1-score': 0.7786417833074132, 'support': 1038}, 'macro avg': {'precision': 0.5700854700854702, 'recall': 0.49966124661246614, 'f1-score': 0.5324294307596505, 'support': 1038}, 'weighted avg': {'precision': 0.8407983795267032, 'recall': 0.7235067437379576, 'f1-score': 0.7776279956866619, 'support': 1038}}"
6000,0.0004864180458404,0.1053092994623714,0.9858755980861243,0.7979434447300772,"{'CHAR': {'precision': 0.8333333333333334, 'recall': 0.725609756097561, 'f1-score': 0.7757496740547588, 'support': 820}, 'LOC': {'precision': 0.9378238341968912, 'recall': 0.8379629629629629, 'f1-score': 0.8850855745721271, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8555678059536935, 'recall': 0.7475915221579962, 'f1-score': 0.7979434447300772, 'support': 1038}, 'macro avg': {'precision': 0.5903857225100748, 'recall': 0.521190906353508, 'f1-score': 0.5536117495422953, 'support': 1038}, 'weighted avg': {'precision': 0.8534713694796356, 'recall': 0.7475915221579962, 'f1-score': 0.7970069526324486, 'support': 1038}}"
7600,0.0002200976516422,0.1092202038193742,0.9872535885167464,0.8224112056028015,"{'CHAR': {'precision': 0.8449931412894376, 'recall': 0.751219512195122, 'f1-score': 0.7953518398967075, 'support': 820}, 'LOC': {'precision': 0.8879310344827587, 'recall': 0.9537037037037037, 'f1-score': 0.9196428571428572, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8553590010405827, 'recall': 0.791907514450867, 'f1-score': 0.8224112056028015, 'support': 1038}, 'macro avg': {'precision': 0.5776413919240654, 'recall': 0.5683077386329419, 'f1-score': 0.5716648990131882, 'support': 1038}, 'weighted avg': {'precision': 0.8523000764023263, 'recall': 0.791907514450867, 'f1-score': 0.8196833967804984, 'support': 1038}}"
8200,0.0004926672400031,0.0898924984141356,0.9871004784688996,0.8228909718796251,"{'CHAR': {'precision': 0.8207792207792208, 'recall': 0.7707317073170732, 'f1-score': 0.7949685534591195, 'support': 820}, 'LOC': {'precision': 0.9223744292237442, 'recall': 0.9351851851851852, 'f1-score': 0.928735632183908, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8432760364004045, 'recall': 0.8034682080924855, 'f1-score': 0.8228909718796251, 'support': 1038}, 'macro avg': {'precision': 0.581051216667655, 'recall': 0.5686389641674195, 'f1-score': 0.5745680618810092, 'support': 1038}, 'weighted avg': {'precision': 0.8403389573711849, 'recall': 0.8034682080924855, 'f1-score': 0.8212727460387305, 'support': 1038}}"
10000,0.0003744815897386,0.0985225093964901,0.9877894736842106,0.8294416243654822,"{'CHAR': {'precision': 0.8526603001364257, 'recall': 0.7621951219512195, 'f1-score': 0.8048937540244688, 'support': 820}, 'LOC': {'precision': 0.9646464646464646, 'recall': 0.8842592592592593, 'f1-score': 0.9227053140096618, 'support': 216}, 'ORG': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8766094420600858, 'recall': 0.7870905587668593, 'f1-score': 0.8294416243654822, 'support': 1038}, 'macro avg': {'precision': 0.9391022549276301, 'recall': 0.7154847937368262, 'f1-score': 0.7980885782335991, 'support': 1038}, 'weighted avg': {'precision': 0.8762476709783289, 'recall': 0.7870905587668593, 'f1-score': 0.8291431208665557, 'support': 1038}}"
11000,0.0005012835439481,0.1176406025576094,0.9876363636363636,0.8320802005012531,"{'CHAR': {'precision': 0.8468834688346883, 'recall': 0.7621951219512195, 'f1-score': 0.8023106546854941, 'support': 820}, 'LOC': {'precision': 0.9357798165137615, 'recall': 0.9444444444444444, 'f1-score': 0.9400921658986177, 'support': 216}, 'ORG': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8672936259143156, 'recall': 0.7996146435452793, 'f1-score': 0.8320802005012531, 'support': 1038}, 'macro avg': {'precision': 0.9275544284494833, 'recall': 0.7355465221318879, 'f1-score': 0.8030231624169262, 'support': 1038}, 'weighted avg': {'precision': 0.8656771529975116, 'recall': 0.7996146435452793, 'f1-score': 0.8307205953849133, 'support': 1038}}"
12000,0.0002246696548828,0.1242184842367553,0.9880191387559808,0.8312342569269522,"{'CHAR': {'precision': 0.8503401360544217, 'recall': 0.7621951219512195, 'f1-score': 0.8038585209003215, 'support': 820}, 'LOC': {'precision': 0.9428571428571428, 'recall': 0.9166666666666666, 'f1-score': 0.9295774647887323, 'support': 216}, 'ORG': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2}, 'micro avg': {'precision': 0.8711721224920802, 'recall': 0.7947976878612717, 'f1-score': 0.8312342569269522, 'support': 1038}, 'macro avg': {'precision': 0.9310657596371882, 'recall': 0.8929539295392953, 'f1-score': 0.911145328563018, 'support': 1038}, 'weighted avg': {'precision': 0.8698805919284861, 'recall': 0.7947976878612717, 'f1-score': 0.8303976103397205, 'support': 1038}}"
13000,0.0002846946068467,0.1229371645384364,0.9879043062200956,0.8367862556846892,"{'CHAR': {'precision': 0.8725490196078431, 'recall': 0.7597560975609756, 'f1-score': 0.8122555410691005, 'support': 820}, 'LOC': {'precision': 0.9026548672566371, 'recall': 0.9444444444444444, 'f1-score': 0.9230769230769231, 'support': 216}, 'ORG': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8799149840595112, 'recall': 0.7976878612716763, 'f1-score': 0.8367862556846892, 'support': 1038}, 'macro avg': {'precision': 0.9250679622881601, 'recall': 0.7347335140018068, 'f1-score': 0.8006663769375634, 'support': 1038}, 'weighted avg': {'precision': 0.8790593905644172, 'recall': 0.7976878612716763, 'f1-score': 0.8350361198406658, 'support': 1038}}"
15000,9.468917446901424e-05,0.1143815483070082,0.9893205741626794,0.8638360175695462,"{'CHAR': {'precision': 0.8490566037735849, 'recall': 0.823170731707317, 'f1-score': 0.8359133126934984, 'support': 820}, 'LOC': {'precision': 0.9720930232558139, 'recall': 0.9675925925925926, 'f1-score': 0.9698375870069605, 'support': 216}, 'ORG': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8753709198813057, 'recall': 0.8526011560693642, 'f1-score': 0.8638360175695462, 'support': 1038}, 'macro avg': {'precision': 0.9403832090097995, 'recall': 0.7635877747666365, 'f1-score': 0.8241391887890419, 'support': 1038}, 'weighted avg': {'precision': 0.8749503931768743, 'recall': 0.8526011560693642, 'f1-score': 0.8634558463733195, 'support': 1038}}"
17000,0.0002643236011931,0.0727506432682275,0.9907751196172248,0.8861596598960794,"{'CHAR': {'precision': 0.8534583821805393, 'recall': 0.8878048780487805, 'f1-score': 0.8702928870292886, 'support': 820}, 'LOC': {'precision': 0.9292035398230089, 'recall': 0.9722222222222222, 'f1-score': 0.9502262443438914, 'support': 216}, 'ORG': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8693234476367007, 'recall': 0.9036608863198459, 'f1-score': 0.8861596598960794, 'support': 1038}, 'macro avg': {'precision': 0.5942206406678494, 'recall': 0.6200090334236675, 'f1-score': 0.6068397104577267, 'support': 1038}, 'weighted avg': {'precision': 0.8675759518206283, 'recall': 0.9036608863198459, 'f1-score': 0.8852495531236003, 'support': 1038}}"
19000,0.0002607571872498,0.0756960989700423,0.991196172248804,0.8889952153110048,"{'CHAR': {'precision': 0.8695652173913043, 'recall': 0.8780487804878049, 'f1-score': 0.8737864077669902, 'support': 820}, 'LOC': {'precision': 0.9327354260089686, 'recall': 0.9629629629629629, 'f1-score': 0.9476082004555809, 'support': 216}, 'ORG': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8830798479087453, 'recall': 0.894990366088632, 'f1-score': 0.8889952153110048, 'support': 1038}, 'macro avg': {'precision': 0.9341002144667576, 'recall': 0.7803372478169225, 'f1-score': 0.8293537582964126, 'support': 1038}, 'weighted avg': {'precision': 0.882961782542203, 'recall': 0.894990366088632, 'f1-score': 0.8887490934495866, 'support': 1038}}"
20069,0.0002592641375671,0.0893315985798835,0.991043062200957,0.8868906767628963,"{'CHAR': {'precision': 0.8612099644128114, 'recall': 0.8853658536585366, 'f1-score': 0.873120865904991, 'support': 820}, 'LOC': {'precision': 0.9090909090909091, 'recall': 0.9722222222222222, 'f1-score': 0.9395973154362416, 'support': 216}, 'ORG': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8716279069767442, 'recall': 0.9026974951830443, 'f1-score': 0.8868906767628963, 'support': 1038}, 'macro avg': {'precision': 0.9234336245012402, 'recall': 0.7858626919602529, 'f1-score': 0.826461616002633, 'support': 1038}, 'weighted avg': {'precision': 0.8714410473816394, 'recall': 0.9026974951830443, 'f1-score': 0.8865563232270272, 'support': 1038}}"
