label,precision,recall,f1-score,support
CHAR,0.7928007023705005,0.7115839243498818,0.7500000000000001,1269
LOC,0.8571428571428571,0.8555347091932458,0.856338028169014,533
ORG,0.6967213114754098,0.2623456790123457,0.3811659192825112,324
micro avg,0.8053541550474066,0.6792097836312324,0.7369226843582548,2126
macro avg,0.7822216236629225,0.609821437518491,0.6625013158171752,2126
weighted avg,0.7942892469818159,0.6792097836312324,0.7204496363413069,2126
